result_date,contributor_state_id,species_id,slaughter_count
2024-05-24,VIC,Sheep,53889
2024-05-24,WA,Lambs,58038
2024-05-24,QLD,Pigs,26738
2024-05-24,QLD,Sheep,20
2024-05-24,SA,Lambs,61195
2024-05-24,NSW,Lambs,121297
2024-05-24,TAS,Sheep,4045
2024-05-24,QLD,Calves,7
2024-05-24,NSW,Calves,1314
2024-05-24,WA,Cattle,2738
2024-05-24,VIC,Calves,3654
2024-05-24,SA,Cattle,3446
2024-05-24,VIC,Pigs,25662
2024-05-24,NSW,Pigs,17096
2024-05-24,WA,Goat,12
2024-05-24,SA,Deer,6
2024-05-24,QLD,Goat,20096
2024-05-24,NSW,Sheep,82535
2024-05-24,SA,Goat,1400
2024-05-24,NSW,Goat,17745
2024-05-24,QLD,Deer,0
2024-05-24,WA,Pigs,2682
2024-05-24,TAS,Calves,0
2024-05-24,SA,Pigs,23384
2024-05-24,VIC,Goat,16391
2024-05-24,TAS,Lambs,10769
2024-05-24,QLD,Cattle,74952
2024-05-24,VIC,Deer,0
2024-05-24,VIC,Cattle,20805
2024-05-31,NSW,Lambs,124584
2024-05-31,SA,Lambs,61675
2024-05-31,SA,Pigs,24464
2024-05-31,NSW,Calves,785
2024-05-31,QLD,Sheep,26
2024-05-31,NSW,Deer,0
2024-05-31,QLD,Pigs,27542
2024-05-31,TAS,Calves,0
2024-05-31,VIC,Sheep,59745
2024-05-31,SA,Sheep,13249
2024-05-31,QLD,Cattle,74765
2024-05-31,WA,Deer,8
2024-05-31,WA,Sheep,33806
2024-05-31,QLD,Deer,0
2024-05-31,WA,Lambs,57211
2024-05-31,NSW,Cattle,34853
2024-05-31,NSW,Pigs,17431
2024-05-31,WA,Calves,0
2024-05-31,SA,Goat,1320
2024-05-31,SA,Calves,12
2024-05-31,VIC,Goat,18583
2024-05-31,QLD,Calves,12
2024-05-31,VIC,Pigs,25121
2024-05-31,TAS,Sheep,6962
2024-05-31,SA,Cattle,3480
2024-05-31,WA,Goat,0
2024-05-31,WA,Cattle,2898
2024-05-31,VIC,Calves,3774
2024-05-31,TAS,Lambs,8255
2024-05-31,TAS,Cattle,4966
2024-05-31,NSW,Goat,20917
2024-05-31,QLD,Goat,19028
2024-05-31,WA,Pigs,2726
2024-05-31,VIC,Lambs,246723
2024-05-31,VIC,Cattle,21200
2024-05-31,QLD,Lambs,1568
2024-05-31,VIC,Deer,0
2024-05-31,NSW,Sheep,76573
2024-05-31,SA,Deer,0
2024-06-07,VIC,Goat,13850
2024-06-07,NSW,Deer,10
2024-06-07,VIC,Lambs,247944
2024-06-07,SA,Sheep,11986
2024-06-07,QLD,Lambs,1681
2024-06-07,QLD,Cattle,73707
2024-06-07,NSW,Pigs,16649
2024-06-07,WA,Sheep,25709
2024-06-07,NSW,Goat,17146
2024-06-07,SA,Calves,12
2024-06-07,VIC,Pigs,24770
2024-06-07,VIC,Cattle,21844
2024-06-07,VIC,Sheep,49525
2024-06-07,QLD,Calves,4
2024-06-07,NSW,Lambs,126366
2024-06-07,WA,Deer,8
2024-06-07,WA,Calves,3
2024-06-07,QLD,Pigs,26723
2024-06-07,TAS,Sheep,2837
2024-06-07,TAS,Lambs,10658
2024-06-07,NSW,Sheep,76925
2024-06-07,TAS,Cattle,5035
2024-06-07,QLD,Deer,0
2024-06-07,NSW,Cattle,33849
2024-06-07,SA,Deer,4
2024-06-07,WA,Goat,12
2024-06-07,WA,Pigs,1845
2024-06-07,WA,Lambs,46125
2024-06-07,NSW,Calves,1767
2024-06-07,SA,Lambs,60845
2024-06-07,VIC,Deer,0
2024-06-07,SA,Goat,2092
2024-06-07,TAS,Calves,0
2024-06-07,SA,Pigs,24919
2024-06-07,QLD,Goat,19803
2024-06-07,QLD,Sheep,2
2024-06-07,SA,Cattle,3373
2024-06-07,WA,Cattle,2234
2024-06-07,VIC,Calves,3211
2024-06-14,SA,Calves,0
2024-06-14,WA,Cattle,2617
2024-06-14,VIC,Goat,13037
2024-06-14,NSW,Goat,17176
2024-06-14,QLD,Calves,11
2024-06-14,SA,Goat,2286
2024-06-14,SA,Cattle,2774
2024-06-14,QLD,Lambs,1418
2024-06-14,WA,Calves,0
2024-06-14,WA,Goat,5
2024-06-14,VIC,Lambs,176261
2024-06-14,VIC,Cattle,18275
2024-06-14,TAS,Sheep,3745
2024-06-14,NSW,Deer,0
2024-06-14,QLD,Cattle,73378
2024-06-14,VIC,Deer,0
2024-06-14,WA,Deer,8
2024-06-14,WA,Pigs,2671
2024-06-14,SA,Deer,0
2024-06-14,SA,Pigs,20671
2024-06-14,NSW,Pigs,14619
2024-06-14,VIC,Pigs,24243
2024-06-14,QLD,Deer,0
2024-06-14,VIC,Calves,3335
2024-06-14,NSW,Cattle,28504
2024-06-14,NSW,Sheep,56569
2024-06-14,QLD,Sheep,13
2024-06-14,SA,Lambs,56505
2024-06-14,WA,Sheep,25137
2024-06-14,WA,Lambs,63174
2024-06-14,TAS,Calves,0
2024-06-14,QLD,Goat,20108
2024-06-14,NSW,Calves,741
2024-06-14,TAS,Cattle,3921
2024-06-14,QLD,Pigs,26002
2024-06-14,NSW,Lambs,110933
2024-06-14,TAS,Lambs,8058
2024-06-14,SA,Sheep,11960
2024-06-14,VIC,Sheep,33252
2024-06-21,NSW,Goat,22068
2024-06-21,SA,Cattle,3395
2024-06-21,SA,Goat,2657
2024-06-21,WA,Cattle,2785
2024-06-21,WA,Goat,12
2024-06-21,WA,Calves,7
2024-06-21,VIC,Goat,13270
2024-06-21,NSW,Pigs,16995
2024-06-21,VIC,Lambs,246320
2024-06-21,QLD,Pigs,26816
2024-06-21,QLD,Lambs,2044
2024-06-21,VIC,Calves,2942
2024-06-21,QLD,Deer,0
2024-06-21,NSW,Lambs,130528
2024-06-21,QLD,Calves,11
2024-06-21,VIC,Deer,0
2024-06-21,SA,Pigs,24588
2024-06-21,TAS,Calves,35
2024-06-21,VIC,Pigs,25560
2024-06-21,NSW,Calves,1506
2024-06-21,SA,Calves,8
2024-06-21,WA,Pigs,2686
2024-06-21,VIC,Cattle,22798
2024-06-21,WA,Sheep,23806
2024-06-21,VIC,Sheep,54795
2024-06-21,QLD,Sheep,17
2024-06-21,SA,Deer,0
2024-06-21,SA,Sheep,12305
2024-06-21,QLD,Cattle,73738
2024-06-21,NSW,Cattle,34672
2024-06-21,WA,Deer,7
2024-06-21,WA,Lambs,60763
2024-06-21,TAS,Lambs,9984
2024-06-21,NSW,Sheep,77777
2024-06-21,NSW,Deer,0
2024-06-21,TAS,Sheep,4949
2024-06-21,TAS,Cattle,5002
2024-06-21,QLD,Goat,21635
2024-06-21,SA,Lambs,61463
2024-06-28,NSW,Deer,0
2024-06-28,TAS,Lambs,9710
2024-06-28,VIC,Goat,18780
2024-06-28,NSW,Sheep,79807
2024-06-28,NSW,Pigs,16642
2024-06-28,WA,Pigs,2638
2024-06-28,NSW,Goat,19455
2024-06-28,QLD,Cattle,74620
2024-06-28,SA,Pigs,23589
2024-06-28,TAS,Calves,0
2024-06-28,QLD,Deer,0
2024-06-28,VIC,Lambs,241787
2024-06-28,WA,Sheep,12657
2024-06-28,QLD,Sheep,7
2024-06-28,VIC,Calves,2845
2024-06-28,SA,Sheep,12512
2024-06-28,WA,Cattle,2967
2024-06-28,NSW,Cattle,34995
2024-06-28,NSW,Calves,1374
2024-06-28,SA,Cattle,3565
2024-06-28,TAS,Cattle,5029
2024-06-28,NSW,Lambs,122524
2024-06-28,QLD,Goat,22906
2024-06-28,WA,Calves,1
2024-06-28,WA,Goat,0
2024-06-28,QLD,Pigs,26162
2024-06-28,TAS,Sheep,4576
2024-06-28,VIC,Pigs,26572
2024-06-28,SA,Goat,2640
2024-06-28,VIC,Cattle,22529
2024-06-28,SA,Lambs,61155
2024-06-28,QLD,Calves,8
2024-06-28,QLD,Lambs,1478
2024-06-28,VIC,Deer,0
2024-06-28,SA,Calves,4
2024-06-28,SA,Deer,0
2024-06-28,WA,Lambs,48155
2024-06-28,VIC,Sheep,51544
2024-06-28,WA,Deer,11
2024-07-05,SA,Lambs,62240
2024-07-05,VIC,Lambs,235009
2024-07-05,NSW,Calves,1541
2024-07-05,QLD,Lambs,1590
2024-07-05,WA,Lambs,43096
2024-07-05,TAS,Sheep,3986
2024-07-05,VIC,Cattle,21731
2024-07-05,NSW,Goat,17919
2024-07-05,TAS,Calves,0
2024-07-05,NSW,Sheep,78139
2024-07-05,NSW,Deer,0
2024-07-05,NSW,Lambs,119874
2024-07-05,QLD,Deer,0
2024-07-05,WA,Sheep,15601
2024-07-05,WA,Pigs,2608
2024-07-05,QLD,Pigs,25547
2024-07-05,SA,Sheep,11741
2024-07-05,SA,Pigs,23460
2024-07-05,SA,Deer,0
2024-07-05,VIC,Deer,0
2024-07-05,WA,Deer,8
2024-07-05,SA,Calves,3
2024-07-05,SA,Goat,2546
2024-07-05,TAS,Lambs,9859
2024-07-05,VIC,Pigs,24509
2024-07-05,VIC,Calves,2473
2024-07-05,QLD,Sheep,9
2024-07-05,QLD,Goat,21682
2024-07-05,WA,Goat,16
2024-07-05,QLD,Calves,3
2024-07-05,NSW,Pigs,16381
2024-07-05,WA,Calves,0
2024-07-05,WA,Cattle,2703
2024-07-05,VIC,Sheep,45290
2024-07-05,QLD,Cattle,74290
2024-07-05,VIC,Goat,17734
2024-07-05,SA,Cattle,3336
2024-07-05,TAS,Cattle,3728
2024-07-05,NSW,Cattle,34291
2024-07-12,VIC,Sheep,52803
2024-07-12,VIC,Pigs,24191
2024-07-12,NSW,Lambs,111118
2024-07-12,SA,Lambs,60989
2024-07-12,SA,Goat,1552
2024-07-12,WA,Cattle,2336
2024-07-12,SA,Pigs,24152
2024-07-12,QLD,Goat,19467
2024-07-12,WA,Goat,4
2024-07-12,WA,Sheep,16159
2024-07-12,QLD,Pigs,25928
2024-07-12,TAS,Cattle,3646
2024-07-12,WA,Lambs,38702
2024-07-12,TAS,Calves,0
2024-07-12,QLD,Lambs,1689
2024-07-12,VIC,Cattle,22374
2024-07-12,NSW,Calves,1237
2024-07-12,SA,Cattle,3338
2024-07-12,QLD,Deer,0
2024-07-12,NSW,Deer,0
2024-07-12,SA,Deer,0
2024-07-12,NSW,Pigs,16104
2024-07-12,VIC,Lambs,229113
2024-07-12,QLD,Cattle,73413
2024-07-12,QLD,Sheep,27
2024-07-12,VIC,Calves,2302
2024-07-12,SA,Sheep,13055
2024-07-12,NSW,Cattle,33682
2024-07-12,WA,Deer,8
2024-07-12,WA,Pigs,2648
2024-07-12,VIC,Goat,10609
2024-07-12,TAS,Lambs,9435
2024-07-12,NSW,Sheep,31400
2024-07-12,VIC,Deer,0
2024-07-12,WA,Calves,7
2024-07-12,NSW,Goat,17120
2024-07-12,QLD,Calves,2
2024-07-12,TAS,Sheep,1822
2024-07-12,SA,Calves,10
2024-07-19,QLD,Deer,0
2024-07-19,QLD,Pigs,25218
2024-07-19,QLD,Sheep,19
2024-07-19,SA,Pigs,22836
2024-07-19,NSW,Sheep,28425
2024-07-19,NSW,Lambs,109398
2024-07-19,SA,Sheep,12588
2024-07-19,WA,Deer,8
2024-07-19,NSW,Cattle,35288
2024-07-19,WA,Pigs,2575
2024-07-19,VIC,Pigs,24601
2024-07-19,SA,Calves,4
2024-07-19,VIC,Goat,11772
2024-07-19,SA,Deer,0
2024-07-19,WA,Calves,3
2024-07-19,VIC,Lambs,226936
2024-07-19,TAS,Calves,0
2024-07-19,VIC,Cattle,22045
2024-07-19,NSW,Calves,459
2024-07-19,QLD,Cattle,73277
2024-07-19,VIC,Deer,0
2024-07-19,NSW,Deer,0
2024-07-19,WA,Sheep,9768
2024-07-19,NSW,Pigs,12248
2024-07-19,SA,Lambs,55970
2024-07-19,WA,Cattle,2841
2024-07-19,TAS,Cattle,6441
2024-07-19,SA,Cattle,3342
2024-07-19,QLD,Goat,19529
2024-07-19,QLD,Calves,19
2024-07-19,VIC,Calves,2152
2024-07-19,WA,Lambs,25701
2024-07-19,QLD,Lambs,1641
2024-07-19,SA,Goat,1374
2024-07-19,NSW,Goat,16690
2024-07-19,WA,Goat,11
2024-07-19,VIC,Sheep,46897
2024-07-26,QLD,Calves,6
2024-07-26,NSW,Calves,703
2024-07-26,VIC,Pigs,23971
2024-07-26,TAS,Sheep,2218
2024-07-26,SA,Deer,0
2024-07-26,QLD,Pigs,25053
2024-07-26,VIC,Calves,2192
2024-07-26,NSW,Sheep,67493
2024-07-26,NSW,Goat,20788
2024-07-26,VIC,Lambs,225085
2024-07-26,WA,Cattle,2588
2024-07-26,QLD,Sheep,22
2024-07-26,WA,Calves,1
2024-07-26,TAS,Lambs,5515
2024-07-26,WA,Deer,8
2024-07-26,TAS,Cattle,4841
2024-07-26,NSW,Pigs,16595
2024-07-26,VIC,Sheep,42848
2024-07-26,QLD,Lambs,1380
2024-07-26,WA,Sheep,9659
2024-07-26,WA,Pigs,2618
2024-07-26,VIC,Cattle,21907
2024-07-26,SA,Goat,2339
2024-07-26,SA,Sheep,11485
2024-07-26,SA,Pigs,23144
2024-07-26,NSW,Cattle,34349
2024-07-26,SA,Lambs,56125
2024-07-26,QLD,Goat,21599
2024-07-26,NSW,Lambs,121461
2024-07-26,TAS,Calves,0
2024-07-26,VIC,Deer,0
2024-07-26,QLD,Deer,0
2024-07-26,SA,Calves,5
2024-07-26,SA,Cattle,3336
2024-07-26,WA,Goat,7
2024-07-26,QLD,Cattle,72782
2024-07-26,WA,Lambs,25707
2024-07-26,NSW,Deer,0
2024-07-26,VIC,Goat,18737
2024-08-02,NSW,Sheep,69279
2024-08-02,NSW,Deer,0
2024-08-02,VIC,Calves,2382
2024-08-02,TAS,Lambs,7271
2024-08-02,SA,Goat,1251
2024-08-02,QLD,Cattle,73135
2024-08-02,SA,Lambs,48560
2024-08-02,NSW,Cattle,34223
2024-08-02,WA,Lambs,51742
2024-08-02,SA,Cattle,3309
2024-08-02,TAS,Cattle,4782
2024-08-02,SA,Calves,12
2024-08-02,WA,Goat,6
2024-08-02,NSW,Pigs,12573
2024-08-02,WA,Calves,4
2024-08-02,QLD,Lambs,1590
2024-08-02,VIC,Cattle,22418
2024-08-02,SA,Sheep,10719
2024-08-02,VIC,Deer,0
2024-08-02,WA,Sheep,30500
2024-08-02,QLD,Sheep,49
2024-08-02,NSW,Goat,18962
2024-08-02,WA,Pigs,2632
2024-08-02,VIC,Lambs,226395
2024-08-02,SA,Pigs,23345
2024-08-02,TAS,Sheep,2477
2024-08-02,QLD,Pigs,25924
2024-08-02,VIC,Goat,20550
2024-08-02,VIC,Pigs,23918
2024-08-02,QLD,Goat,20066
2024-08-02,NSW,Lambs,121380
2024-08-02,TAS,Calves,0
2024-08-02,QLD,Deer,16
2024-08-02,NSW,Calves,1090
2024-08-02,WA,Deer,8
2024-08-02,WA,Cattle,2797
2024-08-02,SA,Deer,0
2024-08-02,QLD,Calves,19
2024-08-02,VIC,Sheep,46828
2024-08-09,NSW,Goat,16350
2024-08-09,TAS,Calves,3708
2024-08-09,SA,Pigs,22477
2024-08-09,NSW,Cattle,33984
2024-08-09,SA,Calves,12
2024-08-09,WA,Cattle,2663
2024-08-09,WA,Pigs,2972
2024-08-09,TAS,Cattle,4194
2024-08-09,WA,Calves,2
2024-08-09,QLD,Cattle,71761
2024-08-09,WA,Lambs,51810
2024-08-09,VIC,Sheep,53072
2024-08-09,SA,Deer,25
2024-08-09,SA,Goat,1226
2024-08-09,QLD,Deer,0
2024-08-09,WA,Deer,8
2024-08-09,TAS,Sheep,1713
2024-08-09,VIC,Deer,0
2024-08-09,NSW,Lambs,116358
2024-08-09,QLD,Goat,19420
2024-08-09,VIC,Lambs,228616
2024-08-09,TAS,Lambs,7532
2024-08-09,NSW,Sheep,54698
2024-08-09,WA,Goat,0
2024-08-09,NSW,Calves,785
2024-08-09,SA,Lambs,24262
2024-08-09,QLD,Pigs,27204
2024-08-09,VIC,Goat,17253
2024-08-09,SA,Sheep,3256
2024-08-09,QLD,Lambs,1426
2024-08-09,WA,Sheep,32574
2024-08-09,QLD,Calves,4
2024-08-09,NSW,Pigs,16974
2024-08-09,VIC,Calves,3133
2024-08-09,SA,Cattle,3339
2024-08-09,QLD,Sheep,14
2024-08-09,VIC,Pigs,23339
2024-08-09,VIC,Cattle,22233
2024-08-09,NSW,Deer,0
2024-08-16,SA,Lambs,20739
2024-08-16,WA,Calves,4
2024-08-16,WA,Lambs,48786
2024-08-16,QLD,Pigs,21438
2024-08-16,VIC,Deer,0
2024-08-16,VIC,Pigs,22818
2024-08-16,QLD,Deer,0
2024-08-16,WA,Deer,8
2024-08-16,SA,Calves,44
2024-08-16,TAS,Sheep,959
2024-08-16,VIC,Goat,19278
2024-08-16,SA,Deer,0
2024-08-16,WA,Goat,14
2024-08-16,QLD,Lambs,1477
2024-08-16,VIC,Sheep,52434
2024-08-16,SA,Goat,1150
2024-08-16,VIC,Lambs,217523
2024-08-16,QLD,Sheep,15
2024-08-16,TAS,Cattle,4448
2024-08-16,SA,Cattle,3280
2024-08-16,NSW,Deer,0
2024-08-16,WA,Cattle,3539
2024-08-16,NSW,Cattle,34933
2024-08-16,NSW,Pigs,17028
2024-08-16,SA,Sheep,1305
2024-08-16,QLD,Cattle,65864
2024-08-16,VIC,Cattle,21971
2024-08-16,NSW,Sheep,63578
2024-08-16,WA,Sheep,36442
2024-08-16,SA,Pigs,22577
2024-08-16,TAS,Calves,3586
2024-08-16,TAS,Lambs,7324
2024-08-16,QLD,Goat,21305
2024-08-16,NSW,Calves,1187
2024-08-16,VIC,Calves,3986
2024-08-16,NSW,Lambs,117392
2024-08-16,QLD,Calves,4
2024-08-16,NSW,Goat,20007
2024-08-16,WA,Pigs,2937
2024-08-23,NSW,Calves,1559
2024-08-23,WA,Calves,4
2024-08-23,WA,Sheep,37358
2024-08-23,VIC,Lambs,221320
2024-08-23,QLD,Deer,0
2024-08-23,NSW,Cattle,34351
2024-08-23,VIC,Cattle,21802
2024-08-23,SA,Cattle,3261
2024-08-23,WA,Cattle,2678
2024-08-23,NSW,Sheep,65353
2024-08-23,SA,Deer,0
2024-08-23,VIC,Goat,24187
2024-08-23,QLD,Calves,4
2024-08-23,TAS,Sheep,3624
2024-08-23,NSW,Deer,0
2024-08-23,WA,Goat,22
2024-08-23,VIC,Sheep,36085
2024-08-23,NSW,Pigs,12268
2024-08-23,SA,Goat,1100
2024-08-23,NSW,Lambs,114084
2024-08-23,QLD,Cattle,74974
2024-08-23,NSW,Goat,21500
2024-08-23,TAS,Lambs,6580
2024-08-23,QLD,Lambs,1335
2024-08-23,QLD,Pigs,25826
2024-08-23,QLD,Goat,22478
2024-08-23,SA,Pigs,22767
2024-08-23,SA,Lambs,618
2024-08-23,QLD,Sheep,42
2024-08-23,WA,Lambs,47474
2024-08-23,SA,Sheep,197
2024-08-23,TAS,Cattle,4044
2024-08-23,VIC,Deer,0
2024-08-23,VIC,Calves,3749
2024-08-23,TAS,Calves,5147
2024-08-23,VIC,Pigs,27960
2024-08-23,WA,Pigs,2985
2024-08-23,SA,Calves,41
2024-08-23,WA,Deer,8
2024-08-30,VIC,Deer,0
2024-08-30,QLD,Sheep,37
2024-08-30,TAS,Sheep,3294
2024-08-30,WA,Pigs,2919
2024-08-30,VIC,Sheep,45495
2024-08-30,SA,Sheep,13180
2024-08-30,TAS,Lambs,6115
2024-08-30,NSW,Goat,21822
2024-08-30,SA,Lambs,25052
2024-08-30,QLD,Goat,23193
2024-08-30,QLD,Lambs,1494
2024-08-30,VIC,Calves,3740
2024-08-30,VIC,Goat,28222
2024-08-30,NSW,Deer,0
2024-08-30,TAS,Cattle,3581
2024-08-30,QLD,Cattle,75201
2024-08-30,NSW,Sheep,81987
2024-08-30,SA,Cattle,3227
2024-08-30,SA,Pigs,22299
2024-08-30,NSW,Pigs,15386
2024-08-30,NSW,Calves,1549
2024-08-30,SA,Deer,0
2024-08-30,WA,Sheep,36760
2024-08-30,WA,Deer,8
2024-08-30,TAS,Calves,4670
2024-08-30,WA,Cattle,3048
2024-08-30,VIC,Cattle,21446
2024-08-30,VIC,Lambs,210257
2024-08-30,SA,Goat,989
2024-08-30,NSW,Cattle,34487
2024-08-30,QLD,Calves,19
2024-08-30,SA,Calves,31
2024-08-30,WA,Lambs,50518
2024-08-30,WA,Calves,12
2024-08-30,WA,Goat,0
2024-08-30,NSW,Lambs,114637
2024-08-30,QLD,Deer,0
2024-08-30,QLD,Pigs,25222
2024-08-30,VIC,Pigs,22944
2024-09-06,WA,Pigs,2939
2024-09-06,QLD,Goat,22351
2024-09-06,VIC,Cattle,21283
2024-09-06,NSW,Sheep,68848
2024-09-06,QLD,Sheep,44
2024-09-06,SA,Cattle,3248
2024-09-06,QLD,Deer,0
2024-09-06,TAS,Lambs,5550
2024-09-06,WA,Cattle,2833
2024-09-06,SA,Deer,0
2024-09-06,SA,Pigs,22760
2024-09-06,WA,Deer,8
2024-09-06,VIC,Deer,0
2024-09-06,VIC,Goat,28953
2024-09-06,NSW,Cattle,33281
2024-09-06,SA,Sheep,17608
2024-09-06,VIC,Lambs,213062
2024-09-06,QLD,Lambs,1315
2024-09-06,NSW,Goat,21153
2024-09-06,TAS,Cattle,1514
2024-09-06,NSW,Calves,2116
2024-09-06,SA,Lambs,30160
2024-09-06,TAS,Calves,4022
2024-09-06,VIC,Calves,3327
2024-09-06,SA,Calves,18
2024-09-06,NSW,Pigs,16385
2024-09-06,QLD,Calves,5
2024-09-06,QLD,Cattle,74384
2024-09-06,WA,Sheep,37406
2024-09-06,NSW,Lambs,107983
2024-09-06,WA,Goat,35
2024-09-06,VIC,Pigs,22890
2024-09-06,SA,Goat,1181
2024-09-06,TAS,Sheep,1124
2024-09-06,WA,Lambs,49503
2024-09-06,NSW,Deer,0
2024-09-06,QLD,Pigs,24755
2024-09-06,VIC,Sheep,42593
2024-09-06,WA,Calves,0
2024-09-13,VIC,Goat,25016
2024-09-13,TAS,Calves,3513
2024-09-13,WA,Lambs,49771
2024-09-13,SA,Lambs,52342
2024-09-13,NSW,Goat,19945
2024-09-13,VIC,Cattle,21910
2024-09-13,WA,Calves,1
2024-09-13,QLD,Lambs,1450
2024-09-13,SA,Goat,979
2024-09-13,NSW,Calves,1561
2024-09-13,SA,Calves,13
2024-09-13,VIC,Deer,0
2024-09-13,TAS,Cattle,4109
2024-09-13,WA,Sheep,41623
2024-09-13,TAS,Lambs,5060
2024-09-13,VIC,Lambs,218823
2024-09-13,NSW,Sheep,85428
2024-09-13,NSW,Deer,0
2024-09-13,QLD,Pigs,24526
2024-09-13,NSW,Cattle,33330
2024-09-13,NSW,Lambs,118278
2024-09-13,VIC,Sheep,62438
2024-09-13,SA,Deer,0
2024-09-13,WA,Deer,8
2024-09-13,QLD,Calves,7
2024-09-13,SA,Pigs,21496
2024-09-13,NSW,Pigs,16392
2024-09-13,VIC,Calves,3408
2024-09-13,SA,Cattle,3275
2024-09-13,QLD,Goat,22518
2024-09-13,VIC,Pigs,22428
2024-09-13,WA,Pigs,2904
2024-09-13,QLD,Cattle,74982
2024-09-13,TAS,Sheep,802
2024-09-13,QLD,Deer,0
2024-09-13,WA,Goat,33
2024-09-13,WA,Cattle,2796
2024-09-13,SA,Sheep,22280
2024-09-13,QLD,Sheep,42
