result_date,category_desc,state_id,saleyard_id,tranx_type_id,head_count
2025-10-16,Cattle,VIC,LEO,Store,3171.0
2025-10-23,Cattle,VIC,LEO,Store,2740.0
2026-03-05,Cattle,VIC,LEO,Store,1987.0
2025-04-08,Cattle,NSW,GUN,Prime,1770.0
2025-04-09,Cattle,NSW,MOS,Prime,2410.0
2025-06-03,Cattle,NSW,GUN,Prime,1700.0
2025-08-05,Cattle,NSW,INV,Prime,1064.0
2025-08-06,Cattle,SA,MOU,Prime,674.0
2025-08-19,Cattle,NSW,GUN,Prime,4350.0
2025-08-20,Cattle,NSW,MOS,Prime,1620.0
2025-08-27,Cattle,NSW,MOS,Prime,1186.0
2025-09-23,Cattle,NSW,INV,Prime,1355.0
2025-10-07,Cattle,NSW,GUN,Prime,3815.0
2025-10-08,Cattle,NSW,MOS,Prime,1587.0
2025-10-10,Cattle,NSW,CTL,Store,4063.0
2025-10-21,Cattle,NSW,INV,Prime,1410.0
2025-11-04,Cattle,NSW,INV,Prime,1256.0
2025-11-17,Cattle,NSW,FOR,Prime,1978.0
2026-01-07,Cattle,SA,MOU,Prime,1610.0
2026-01-15,Cattle,NSW,DUB,Prime,8040.0
2026-01-27,Cattle,NSW,INV,Prime,1920.0
2026-03-18,Cattle,SA,MOU,Prime,909.0
2026-03-31,Cattle,NSW,INV,Prime,4201.0
2026-04-21,Cattle,NSW,INV,Prime,4180.0
2025-05-01,Cattle,QLD,BLA,Prime,6000.0
2025-06-05,Cattle,NSW,DUB,Prime,3145.0
2025-07-17,Cattle,NSW,DUB,Prime,4790.0
2025-07-17,Cattle,WA,MTB,Prime,740.0
2025-08-13,Cattle,VIC,ECH,Prime,1195.0
2025-10-01,Cattle,VIC,ECH,Prime,1781.0
2025-10-13,Cattle,NSW,WAG,Prime,5900.0
2025-12-05,Cattle,WA,MTB,Prime,651.0
2026-02-16,Cattle,NSW,WAG,Prime,6580.0
2026-02-23,Cattle,NSW,WAG,Prime,5000.0
2026-03-02,Cattle,NSW,WAG,Prime,5175.0
2025-05-20,Cattle,VIC,WOD,Prime,1838.0
2025-05-27,Cattle,VIC,LEO,Prime,3100.0
2025-10-17,Cattle,NSW,TAM,Store,2389.0
2025-10-28,Cattle,SA,NAR,Prime,949.0
2025-11-11,Cattle,VIC,SHE,Prime,1420.0
2026-01-13,Cattle,VIC,SHE,Prime,1442.0
2025-05-22,Cattle,NSW,DUB,Prime,2810.0
2025-06-12,Cattle,WA,MTB,Prime,991.0
2025-06-23,Cattle,NSW,WAG,Prime,3900.0
2025-07-28,Cattle,NSW,WAG,Prime,1590.0
2025-09-08,Cattle,NSW,WAG,Prime,2555.0
2025-10-22,Cattle,VIC,ECH,Prime,1100.0
2025-12-01,Cattle,NSW,WAG,Prime,6510.0
2025-12-18,Cattle,WA,MTB,Prime,883.0
2026-01-29,Cattle,WA,MTB,Prime,1160.0
2026-02-11,Cattle,VIC,ECH,Prime,1726.0
2026-02-20,Cattle,WA,MTB,Prime,379.0
2026-02-25,Cattle,VIC,ECH,Prime,969.0
2026-04-15,Cattle,VIC,ECH,Prime,921.0
2025-06-11,Cattle,QLD,DAL,Prime,5392.0
2025-10-30,Cattle,VIC,LEO,Store,2650.0
2025-12-03,Cattle,QLD,GME,Prime,4746.0
2026-01-22,Cattle,VIC,MTL,Store,2667.0
2026-03-04,Cattle,QLD,GME,Prime,3115.0
2025-05-01,Cattle,NSW,DUB,Prime,4440.0
2025-06-11,Cattle,SA,MOU,Prime,573.0
2025-07-21,Cattle,NSW,WAG,Prime,3055.0
2025-08-14,Cattle,QLD,BLA,Prime,2900.0
2025-09-04,Cattle,QLD,BLA,Prime,1500.0
2025-09-15,Cattle,NSW,WAG,Prime,2100.0
2025-11-17,Cattle,NSW,WAG,Prime,5100.0
2025-11-27,Cattle,WA,MTB,Prime,1613.0
2026-01-07,Cattle,VIC,ECH,Prime,646.0
2026-03-18,Cattle,VIC,ECH,Prime,1030.0
2026-04-07,Cattle,NSW,CTL,Prime,1523.0
2025-07-25,Cattle,VIC,BAR,Store,708.0
2025-07-31,Cattle,NSW,ARM,Prime,811.0
2025-08-11,Cattle,VIC,MTL,Prime,1145.0
2025-08-19,Cattle,TAS,POW,Prime,110.0
2025-09-03,Cattle,NSW,SIN,Prime,994.0
2025-09-09,Cattle,SA,ADP,Prime,100.0
2025-09-15,Cattle,NSW,TAM,Prime,2788.0
2025-09-24,Cattle,NSW,CAS,Prime,1381.0
2025-10-20,Cattle,NSW,TAM,Prime,2202.0
2025-11-13,Cattle,NSW,YAS,Prime,951.0
2025-11-19,Cattle,VIC,BAL,Prime,510.0
2025-12-17,Cattle,VIC,BAR,Prime,189.0
2025-12-17,Cattle,NSW,SIN,Prime,264.0
2025-12-17,Cattle,VIC,BAL,Prime,405.0
2026-02-04,Cattle,NSW,CAS,Prime,1610.0
2026-02-12,Cattle,NSW,YAS,Prime,1125.0
2026-02-13,Cattle,VIC,BAR,Store,2432.0
2026-02-25,Cattle,VIC,BAR,Prime,309.0
2026-03-02,Cattle,NSW,TAM,Prime,4690.0
2026-03-19,Cattle,TAS,POW,Store,2707.0
2026-04-07,Cattle,VIC,LEO,Prime,1357.0
2026-04-08,Cattle,SA,MCO,Prime,716.0
2026-04-09,Cattle,NSW,ARM,Prime,3657.0
2026-04-16,Cattle,TAS,POW,Store,3431.0
2026-02-10,Cattle,VIC,SHE,Prime,1400.0
2025-04-15,Cattle,NSW,SCO,Prime,689.0
2025-05-13,Cattle,NSW,CTL,Prime,3255.0
2025-07-15,Cattle,NSW,SCO,Prime,816.0
2025-08-04,Cattle,WA,MUC,Prime,548.0
2025-08-12,Cattle,NSW,CTL,Prime,874.0
2025-10-14,Cattle,QLD,WAR,Prime,1188.0
2025-10-20,Cattle,WA,MUC,Prime,1406.0
2025-11-12,Cattle,QLD,DAL,Prime,5380.0
2025-12-16,Cattle,NSW,CTL,Prime,1124.0
2026-01-05,Cattle,WA,MUC,Prime,909.0
2026-01-13,Cattle,NSW,CTL,Prime,3419.0
2026-03-09,Cattle,WA,MUC,Prime,926.0
2026-03-10,Cattle,NSW,SCO,Prime,2324.0
2026-04-21,Cattle,QLD,WAR,Prime,2457.0
2025-05-06,Cattle,QLD,ROM,Prime,6363.0
2025-07-03,Cattle,VIC,MTL,Store,2000.0
2025-07-17,Cattle,VIC,MTL,Store,4260.0
2025-10-29,Cattle,QLD,GME,Prime,1316.0
2025-11-25,Cattle,QLD,ROM,Prime,9556.0
2025-12-16,Cattle,QLD,ROM,Prime,5748.0
2026-01-13,Cattle,QLD,ROM,Prime,4644.0
2026-01-15,Cattle,VIC,MTL,Store,6500.0
2026-01-28,Cattle,QLD,GME,Prime,3354.0
2025-11-24,Cattle,VIC,MTL,Prime,1666.0
2026-02-24,Cattle,SA,NAR,Prime,723.0
2026-03-17,Cattle,VIC,SHE,Prime,1459.0
2026-03-24,Cattle,SA,NAR,Prime,570.0
2026-04-13,Cattle,VIC,MTL,Prime,2442.0
2025-05-15,Cattle,QLD,BLA,Prime,1600.0
2025-06-25,Cattle,SA,MOU,Prime,455.0
2025-08-04,Cattle,NSW,WAG,Prime,3079.0
2025-11-06,Cattle,WA,MTB,Prime,1165.0
2026-03-26,Cattle,WA,MTB,Prime,1189.0
2025-06-24,Cattle,QLD,ROM,Prime,8675.0
2025-07-23,Cattle,QLD,GME,Prime,2515.0
2025-09-10,Cattle,QLD,GME,Prime,3262.0
2025-09-30,Cattle,QLD,ROM,Prime,9028.0
2026-02-18,Cattle,QLD,GME,Prime,2396.0
2025-06-04,Cattle,VIC,BAR,Prime,292.0
2025-08-04,Cattle,VIC,MTL,Prime,1352.0
2025-08-06,Cattle,NSW,CAS,Prime,1520.0
2025-10-21,Cattle,NSW,CTL,Prime,1640.0
2025-11-05,Cattle,QLD,DAL,Prime,4589.0
2025-12-10,Cattle,QLD,DAL,Prime,7146.0
2025-12-16,Cattle,QLD,WAR,Prime,519.0
2026-01-20,Cattle,NSW,CTL,Prime,3552.0
2026-01-27,Cattle,WA,MUC,Prime,1162.0
2026-03-03,Cattle,WA,MUC,Prime,381.0
2026-03-17,Cattle,NSW,SCO,Prime,2945.0
2026-04-14,Cattle,QLD,WAR,Prime,2659.0
2026-02-19,Cattle,NSW,DUB,Prime,6530.0
2026-02-27,Cattle,NSW,YAS,Store,306.0
2026-03-03,Cattle,NSW,INV,Prime,3650.0
2026-04-08,Cattle,SA,MOU,Prime,544.0
2026-01-06,Cattle,NSW,GUN,Prime,720.0
2026-03-24,Cattle,NSW,GUN,Prime,5850.0
2026-04-07,Cattle,NSW,GUN,Prime,3400.0
2025-04-03,Cattle,NSW,YAS,Prime,1850.0
2025-07-15,Cattle,VIC,WOD,Prime,550.0
2025-12-05,Cattle,NSW,DUB,Store,1115.0
2026-03-10,Cattle,VIC,WOD,Prime,800.0
2026-04-07,Cattle,VIC,WOD,Prime,350.0
2025-04-07,Cattle,NSW,WAG,Prime,7155.0
2025-05-08,Cattle,WA,MTB,Prime,1220.0
2025-06-16,Cattle,WA,MUC,Prime,895.0
2025-06-17,Cattle,NSW,SCO,Prime,966.0
2025-07-14,Cattle,WA,MUC,Prime,454.0
2025-08-11,Cattle,WA,MUC,Prime,675.0
2025-09-30,Cattle,WA,MUC,Prime,1000.0
2025-12-01,Cattle,WA,MUC,Prime,2927.0
2026-01-13,Cattle,QLD,WAR,Prime,1202.0
2026-02-10,Cattle,QLD,WAR,Prime,1958.0
2026-02-17,Cattle,QLD,WAR,Prime,1108.0
2026-03-30,Cattle,WA,MUC,Prime,633.0
2025-04-02,Cattle,VIC,BAR,Prime,178.0
2025-04-09,Cattle,NSW,SIN,Prime,932.0
2025-04-09,Cattle,SA,MCO,Prime,1203.0
2025-05-07,Cattle,QLD,CHT,Prime,3860.0
2025-05-19,Cattle,VIC,MTL,Prime,3173.0
2025-05-26,Cattle,VIC,MTL,Prime,3027.0
2025-06-03,Cattle,SA,ADP,Prime,211.0
2025-06-11,Cattle,SA,MCO,Prime,508.0
2025-06-18,Cattle,VIC,BAL,Prime,636.0
2025-06-27,Cattle,VIC,BAR,Store,1199.0
2025-07-09,Cattle,NSW,SIN,Prime,816.0
2025-07-23,Cattle,QLD,CHT,Prime,3063.0
2025-07-30,Cattle,VIC,BAL,Prime,350.0
2025-08-13,Cattle,NSW,CAS,Prime,1188.0
2025-08-20,Cattle,NSW,SIN,Prime,867.0
2025-08-27,Cattle,VIC,BAL,Prime,571.0
2025-09-01,Cattle,VIC,MTL,Prime,1155.0
2025-09-08,Cattle,VIC,MTL,Prime,1335.0
2025-09-15,Cattle,VIC,MTL,Prime,1330.0
2025-09-16,Cattle,TAS,POW,Prime,116.0
2025-09-23,Cattle,TAS,POW,Prime,95.0
2025-10-01,Cattle,NSW,CAS,Prime,1095.0
2025-10-08,Cattle,NSW,SIN,Prime,834.0
2025-10-08,Cattle,VIC,BAL,Prime,267.0
2025-10-21,Cattle,VIC,LEO,Prime,1771.0
2025-10-22,Cattle,QLD,CHT,Prime,2850.0
2025-11-05,Cattle,VIC,BAL,Prime,230.0
2025-11-10,Cattle,NSW,TAM,Prime,3480.0
2025-11-19,Cattle,NSW,CAS,Prime,1655.0
2025-11-27,Cattle,NSW,YAS,Prime,959.0
2026-01-15,Cattle,TAS,POW,Store,1260.0
2026-02-03,Cattle,SA,ADP,Prime,267.0
2026-03-11,Cattle,VIC,BAR,Prime,331.0
2026-03-12,Cattle,NSW,ARM,Prime,2775.0
2026-03-17,Cattle,VIC,LEO,Prime,2346.0
2026-03-25,Cattle,QLD,CHT,Prime,2448.0
2025-05-27,Cattle,SA,NAR,Prime,1034.0
2025-06-10,Cattle,VIC,SHE,Prime,2345.0
2025-06-11,Cattle,QLD,GME,Prime,2881.0
2025-07-08,Cattle,SA,NAR,Prime,483.0
2025-09-19,Cattle,NSW,TAM,Store,2854.0
2026-01-16,Cattle,NSW,TAM,Store,2668.0
2026-03-03,Cattle,VIC,ONB,Store,3033.0
2026-03-10,Cattle,VIC,SHE,Prime,1580.0
2026-04-14,Cattle,TAS,POW,Prime,203.0
2025-05-26,Cattle,NSW,FOR,Prime,1041.0
2025-06-03,Cattle,NSW,INV,Prime,1115.0
2025-06-13,Cattle,NSW,CTL,Store,4720.0
2025-08-19,Cattle,NSW,INV,Prime,1868.0
2025-09-08,Cattle,NSW,FOR,Prime,1340.0
2025-09-09,Cattle,NSW,GUN,Prime,4000.0
2025-09-16,Cattle,NSW,INV,Prime,1530.0
2025-10-01,Cattle,NSW,MOS,Prime,1846.0
2025-10-16,Cattle,NSW,DUB,Prime,6845.0
2025-10-30,Cattle,QLD,BLA,Prime,4200.0
2025-11-03,Cattle,NSW,FOR,Prime,2117.0
2025-11-12,Cattle,SA,MOU,Prime,874.0
2025-11-19,Cattle,NSW,MOS,Prime,2177.0
2025-12-17,Cattle,NSW,MOS,Prime,1052.0
2026-02-02,Cattle,NSW,FOR,Prime,3338.0
2026-02-03,Cattle,NSW,INV,Prime,2115.0
2026-02-16,Cattle,NSW,FOR,Prime,2282.0
2026-03-25,Cattle,SA,MOU,Prime,426.0
2026-03-26,Cattle,NSW,DUB,Prime,6390.0
2026-04-07,Cattle,NSW,INV,Prime,3140.0
2026-04-22,Cattle,SA,MOU,Prime,361.0
2025-07-04,Cattle,NSW,DUB,Store,1600.0
2025-09-09,Cattle,VIC,WOD,Prime,653.0
2025-09-23,Cattle,VIC,WOD,Prime,1200.0
2025-10-23,Cattle,NSW,YAS,Prime,427.0
2025-10-28,Cattle,VIC,WOD,Prime,1295.0
2026-01-27,Cattle,VIC,WOD,Prime,1400.0
2026-03-03,Cattle,VIC,WOD,Prime,845.0
2026-03-10,Cattle,NSW,GUN,Prime,6100.0
2026-02-10,Cattle,QLD,ROM,Prime,8475.0
2025-04-10,Cattle,VIC,LEO,Store,2770.0
2025-04-22,Cattle,QLD,WAR,Prime,694.0
2025-05-13,Cattle,QLD,WAR,Prime,1361.0
2025-05-29,Cattle,VIC,LEO,Store,3448.0
2025-06-12,Cattle,VIC,LEO,Store,4500.0
2025-08-07,Cattle,VIC,LEO,Store,3324.0
2025-08-20,Cattle,QLD,DAL,Prime,6049.0
2025-08-27,Cattle,QLD,DAL,Prime,6302.0
2025-09-10,Cattle,QLD,DAL,Prime,6488.0
2025-09-11,Cattle,VIC,LEO,Store,3804.0
2026-02-05,Cattle,VIC,LEO,Store,3069.0
2025-05-13,Cattle,SA,NAR,Prime,1127.0
2025-05-21,Cattle,QLD,GME,Prime,2192.0
2025-06-03,Cattle,VIC,SHE,Prime,2504.0
2025-06-25,Cattle,QLD,GME,Prime,2712.0
2025-07-02,Cattle,QLD,GME,Prime,923.0
2025-08-12,Cattle,SA,NAR,Prime,661.0
2025-09-16,Cattle,SA,NAR,Prime,943.0
2025-10-07,Cattle,VIC,SHE,Prime,1670.0
2025-12-09,Cattle,SA,NAR,Prime,1544.0
2025-12-16,Cattle,SA,NAR,Prime,957.0
2026-04-14,Cattle,SA,NAR,Prime,880.0
2025-05-06,Cattle,VIC,SHE,Prime,2600.0
2025-06-17,Cattle,VIC,SHE,Prime,2037.0
2025-06-24,Cattle,SA,NAR,Prime,530.0
2025-09-30,Cattle,SA,NAR,Prime,1023.0
2025-10-03,Cattle,NSW,TAM,Store,1690.0
2025-11-04,Cattle,VIC,SHE,Prime,1000.0
2025-11-25,Cattle,VIC,SHE,Prime,2272.0
2025-12-12,Cattle,NSW,TAM,Store,3102.0
2026-01-05,Cattle,VIC,MTL,Prime,1400.0
2025-04-01,Cattle,TAS,POW,Prime,179.0
2025-04-29,Cattle,TAS,POW,Prime,209.0
2025-05-08,Cattle,NSW,ARM,Prime,1152.0
2025-05-23,Cattle,VIC,BAR,Store,1771.0
2025-05-26,Cattle,TAS,POW,Prime,192.0
2025-06-18,Cattle,SA,MCO,Prime,475.0
2025-06-25,Cattle,NSW,SIN,Prime,1100.0
2025-07-16,Cattle,VIC,BAL,Prime,525.0
2025-07-23,Cattle,VIC,BAR,Prime,397.0
2025-07-29,Cattle,TAS,POW,Prime,117.0
2025-07-30,Cattle,SA,MCO,Prime,449.0
2025-08-12,Cattle,TAS,POW,Prime,74.0
2025-08-20,Cattle,SA,MCO,Prime,400.0
2025-08-27,Cattle,SA,MCO,Prime,368.0
2025-08-28,Cattle,NSW,ARM,Prime,775.0
2025-09-11,Cattle,NSW,ARM,Prime,998.0
2025-10-08,Cattle,SA,MCO,Prime,550.0
2025-10-09,Cattle,NSW,ARM,Prime,1395.0
2025-10-10,Cattle,VIC,BAR,Store,2780.0
2025-10-15,Cattle,NSW,CAS,Prime,1242.0
2025-11-05,Cattle,SA,MCO,Prime,755.0
2025-11-18,Cattle,SA,ADP,Prime,225.0
2025-11-20,Cattle,NSW,YAS,Prime,903.0
2025-12-02,Cattle,SA,ADP,Prime,400.0
2025-12-10,Cattle,NSW,SIN,Prime,1239.0
2025-12-11,Cattle,NSW,YAS,Prime,1051.0
2026-01-22,Cattle,NSW,ARM,Prime,1390.0
2026-01-27,Cattle,VIC,LEO,Prime,1721.0
2026-02-11,Cattle,VIC,BAL,Prime,750.0
2026-02-13,Cattle,VIC,BAL,Store,3288.0
2026-02-17,Cattle,TAS,POW,Prime,113.0
2026-02-25,Cattle,VIC,BAL,Prime,469.0
2026-03-03,Cattle,VIC,LEO,Prime,1736.0
2026-03-16,Cattle,NSW,TAM,Prime,7109.0
2026-03-18,Cattle,NSW,CAS,Prime,2373.0
2026-03-26,Cattle,NSW,ARM,Prime,4219.0
2026-04-10,Cattle,VIC,BAR,Store,1147.0
2026-04-22,Cattle,QLD,CHT,Prime,2471.0
2026-04-22,Cattle,VIC,BAR,Prime,326.0
2025-05-22,Cattle,VIC,LEO,Store,2984.0
2025-06-18,Cattle,QLD,DAL,Prime,5565.0
2025-09-18,Cattle,VIC,LEO,Store,4300.0
2025-04-15,Cattle,TAS,POW,Prime,128.0
2025-05-09,Cattle,VIC,BAR,Store,2531.0
2025-05-13,Cattle,TAS,POW,Prime,122.0
2025-05-14,Cattle,NSW,CAS,Prime,980.0
2025-05-21,Cattle,VIC,BAL,Prime,1000.0
2025-05-22,Cattle,NSW,ARM,Prime,930.0
2025-05-28,Cattle,QLD,CHT,Prime,3380.0
2025-06-18,Cattle,NSW,SIN,Prime,1398.0
2025-07-02,Cattle,NSW,SIN,Prime,742.0
2025-07-02,Cattle,VIC,BAL,Prime,456.0
2025-08-27,Cattle,NSW,SIN,Prime,793.0
2025-09-09,Cattle,TAS,POW,Prime,92.0
2025-04-10,Cattle,NSW,DUB,Prime,3840.0
2025-05-29,Cattle,QLD,BLA,Prime,3500.0
2025-06-02,Cattle,NSW,WAG,Prime,5755.0
2025-06-16,Cattle,NSW,WAG,Prime,5085.0
2025-07-14,Cattle,NSW,WAG,Prime,2870.0
2025-04-08,Cattle,SA,NAR,Prime,921.0
2026-04-15,Cattle,VIC,BAR,Prime,346.0
2026-04-15,Cattle,NSW,CAS,Prime,2100.0
2026-04-23,Cattle,NSW,ARM,Prime,3790.0
2026-04-23,Cattle,TAS,POW,Store,2053.0
2026-04-24,Cattle,VIC,BAR,Store,3000.0
2025-04-09,Cattle,VIC,ECH,Prime,1402.0
2025-06-24,Cattle,NSW,SCO,Prime,992.0
2025-06-24,Cattle,NSW,CTL,Prime,2561.0
2025-06-30,Cattle,WA,MUC,Prime,442.0
2025-07-15,Cattle,QLD,WAR,Prime,989.0
2025-07-29,Cattle,NSW,SCO,Prime,938.0
2025-08-05,Cattle,NSW,SCO,Prime,459.0
2025-08-18,Cattle,WA,MUC,Prime,1732.0
2025-09-09,Cattle,QLD,WAR,Prime,1597.0
2025-09-16,Cattle,NSW,SCO,Prime,1028.0
2025-09-30,Cattle,NSW,CTL,Prime,785.0
2025-10-14,Cattle,NSW,SCO,Prime,1557.0
2025-10-28,Cattle,QLD,WAR,Prime,911.0
2025-11-18,Cattle,NSW,SCO,Prime,1613.0
2025-12-03,Cattle,QLD,DAL,Prime,7767.0
2026-01-27,Cattle,NSW,SCO,Prime,856.0
2026-02-03,Cattle,NSW,SCO,Prime,939.0
2026-02-17,Cattle,NSW,SCO,Prime,1899.0
2026-03-10,Cattle,QLD,WAR,Prime,1721.0
2025-04-02,Cattle,SA,MOU,Prime,786.0
2025-05-15,Cattle,NSW,DUB,Prime,3100.0
2025-05-21,Cattle,SA,MOU,Prime,464.0
